sector,ticker,date,TTM P/E (GAAP),TTM P/S (GAAP),rev yoy%,EBIT yoy,EBITDA yoy,Net Income yoy
cons disc - gambling,DKNG,2026-01-15,NA,5.79,4.0%,-8.0%,-1.0%,-13.0%
,,,,,,,,
cons disc - restaurants,MCD,2026-01-15,26.32,8.37,3.0%,4.0%,4.0%,1.0%
cons disc - restaurants,SBUX,2026-01-15,57.25,2.85,5.0%,-86.0%,-14.0%,-85.0%
cons disc - restaurants,CMG,2026-01-15,35.57,4.53,8.0%,-1.0%,1.0%,-1.0%
cons disc - restaurants,DRI,2026-01-15,22.46,1.96,7.0%,11.0%,15.0%,10.0%
cons disc - restaurants,DPZ,2026-01-15,23.91,2.85,6.0%,-3.0%,11.0%,-5.0%
cons disc - restaurants,TXRH,2026-01-15,29.57,2.20,13.0%,-6.0%,2.0%,-1.0%
cons disc - restaurants,WING,2026-01-15,44.20,11.01,8.0%,12.0%,28.0%,11.0%
cons disc - restaurants,CAVA,2026-01-15,62.06,7.38,20.0%,15.0%,25.0%,-18.0%
cons disc - restaurants,SG,2026-01-15,NA,1.40,-1.0%,74.0%,342.0%,74.0%
,,,,,,,,
cons disc - apparel,TJX,2026-01-15,34.50,2.94,7.0%,10.0%,12.0%,11.0%
cons disc - apparel,NKE,2026-01-15,37.87,2.05,0.0%,-29.0%,-24.0%,-32.0%
cons disc - apparel,RL,2026-01-15,27.27,2.96,16.0%,29.0%,38.0%,40.0%
cons disc - apparel,AS,2026-01-15,67.12,3.39,30.0%,53.0%,48.0%,156.0%
cons disc - apparel,LULU,2026-01-15,14.31,2.27,7.0%,-12.0%,-7.0%,-13.0%
cons disc - apparel,ONON,2026-01-15,57.93,4.47,35.0%,334.0%,70.0%,322.0%
cons disc - apparel,DECK,2026-01-15,15.29,2.87,8.0%,7.0%,5.0%,11.0%
cons disc - apparel,VFC,2026-01-15,84.72,0.78,1.0%,16.0%,10.0%,3.0%
cons disc - apparel,CROX,2026-01-15,27.07,1.06,-6.0%,-23.0%,-21.0%,-27.0%
cons disc - apparel,GOOS,2026-01-15,81.94,1.32,1.0%,318.0%,-47.0%,-379.0%
,,,,,,,,
def - telecom service,TMUS,2026-01-15,18.33,2.48,9.0%,-11.0%,4.0%,-11.0%
def - telecom service,VZ,2026-01-15,8.39,1.21,1.0%,52.0%,4.0%,50.0%
def - telecom service,T,2026-01-15,7.71,1.35,2.0%,645.0%,2.0%,-4205.0%
def - telecom service,CMCSA,2026-01-15,4.71,0.84,-3.0%,-7.0%,-2.0%,-8.0%
def - telecom service,ERIC,2026-01-15,12.82,1.23,0.0%,211.0%,12.0%,220.0%
,,,,,,,,
def - discount stores,WMT,2026-01-15,41.81,1.35,6.0%,34.0%,3.0%,34.0%
def - discount stores,COST,2026-01-15,51.25,1.51,8.0%,12.0%,12.0%,11.0%
def - discount stores,TGT,2026-01-15,13.48,0.48,-2.0%,-21.0%,-9.0%,-19.0%
def - discount stores,SFM,2026-01-15,15.79,0.92,13.0%,28.0%,21.0%,31.0%
,,,,,,,,
def - household & personal products,PG,2026-01-15,21.11,3.98,3.0%,17.0%,5.0%,20.0%
def - household & personal products,PM,2026-01-15,31.26,6.74,10.0%,16.0%,1.0%,13.0%
def - household & personal products,UL,2026-01-15,23.43,2.15,N/A,N/A,N/A,N/A
def - household & personal products,CL,2026-01-15,23.63,3.38,2.0%,1.0%,0.0%,0.0%
def - household & personal products,KMB,2026-01-15,17.01,1.84,-16.0%,-50.0%,-7.0%,-51.0%
def - household & personal products,KVUE,2026-01-15,23.20,2.20,-4.0%,-9.0%,-3.0%,4.0%
def - household & personal products,ULTA,2026-01-15,25.49,2.46,13.0%,-5.0%,0.0%,-5.0%
def - household & personal products,ELF,2026-01-15,63.21,3.84,14.0%,-114.0%,-27.0%,-84.0%
def - household & personal products,HIMS,2026-01-15,57.74,3.22,49.0%,-48.0%,30.0%,-79.0%
,,,,,,,,
def - utilities - regulated electric,NEE,2026-01-15,26.10,6.65,10.0%,18.0%,14.0%,32.0%
def - utilities - regulated electric,SO,2026-01-15,22.07,3.38,8.0%,10.0%,12.0%,11.0%
def - utilities - regulated electric,DUK,2026-01-15,18.69,2.92,5.0%,12.0%,8.0%,16.0%
def - utilities - regulated electric,AEP,2026-01-15,17.47,2.98,9.0%,14.0%,5.0%,1.0%
def - utilities - regulated electric,D,2026-01-15,20.53,3.23,19.0%,8.0%,14.0%,6.0%
def - utilities - regulated electric,PEG,2026-01-15,19.08,3.36,23.0%,29.0%,27.0%,20.0%
def - utilities - regulated electric,PCG,2026-01-15,13.45,1.40,5.0%,33.0%,6.0%,43.0%
def - utilities - regulated electric,HE,2026-01-15,18.81,0.80,-16.0%,-127.0%,-298.0%,-129.0%
,,,,,,,,
def - utilities - waste management,WM,2026-01-15,34.65,3.57,15.0%,-22.0%,15.0%,-21.0%
def - utilities - waste management,RSG,2026-01-15,31.33,3.95,3.0%,0.0%,2.0%,-3.0%
def - utilities - waste management,WCN,2026-01-15,69.69,4.59,5.0%,-6.0%,1.0%,-7.0%
,,,,,,,,
def - insurance - diversified,BRK-B,2026-01-15,15.75,2.86,2.0%,17.0%,23.0%,17.0%
def - insurance - diversified,AIG,2026-01-15,13.27,1.46,-6.0%,10.0%,N/A,7.0%
,,,,,,,,
def - insurance - property & casualty,PGR,2026-01-15,11.15,1.40,14.0%,13.0%,N/A,12.0%
def - insurance - property & casualty,ALL,2026-01-15,6.33,0.77,4.0%,240.0%,N/A,220.0%
def - insurance - property & casualty,CB,2026-01-15,12.57,2.02,8.0%,30.0%,N/A,21.0%
def - insurance - property & casualty,TRV,2026-01-15,10.67,1.25,5.0%,50.0%,N/A,50.0%
def - insurance - property & casualty,HIG,2026-01-15,10.69,1.31,7.0%,38.0%,N/A,41.0%
def - insurance - property & casualty,WRB,2026-01-15,14.43,1.78,11.0%,37.0%,N/A,40.0%
def - insurance - property & casualty,GWRE,2026-01-15,157.51,11.10,27.0%,784.0%,440.0%,243.0%
,,,,,,,,
def - insurance - brokers,AON,2026-01-15,27.62,4.33,7.0%,33.0%,N/A,34.0%
def - insurance - brokers,AJG,2026-01-15,40.75,5.05,22.0%,-14.0%,N/A,-13.0%
def - insurance - brokers,BRO,2026-01-15,23.93,4.97,35.0%,-2.0%,N/A,-3.0%
def - insurance - brokers,ERIE,2026-01-15,23.02,3.26,7.0%,16.0%,N/A,14.0%
,,,,,,,,
def - beverages - Non-alcohol,KO,2026-01-15,23.33,6.35,6.0%,24.0%,12.0%,30.0%
def - beverages - Non-alcohol,PEP,2026-01-15,27.89,2.17,3.0%,-10.0%,-5.0%,-11.0%
def - beverages - Non-alcohol,KDP,2026-01-15,24.04,2.34,11.0%,6.0%,3.0%,7.0%
def - beverages - Non-alcohol,COKE,2026-01-15,23.34,1.82,7.0%,24.0%,10.0%,23.0%
def - beverages - Non-alcohol,MNST,2026-01-15,44.35,9.54,17.0%,45.0%,41.0%,41.0%
def - beverages - Non-alcohol,CELH,2026-01-15,588.89,6.49,173.0%,-1176.0%,-18192.0%,12520.0%
def - beverages - Non-alcohol,PRMB,2026-01-15,NA,1.04,245.0%,28.0%,233.0%,-45.0%
,,,,,,,,
def - packaged food,KHC,2026-01-15,NA,1.14,-2.0%,-385.0%,-14.0%,-312.0%
def - packaged food,GIS,2026-01-15,9.85,1.30,-7.0%,-36.0%,-18.0%,-48.0%
def - packaged food,MKC,2026-01-15,23.77,2.72,3.0%,1.0%,3.0%,1.0%
def - packaged food,CPB,2026-01-15,13.92,0.79,-3.0%,-10.0%,-17.0%,-11.0%
def - packaged food,PPC,2026-01-15,8.07,0.54,4.0%,-4.0%,-4.0%,-2.0%
def - packaged food,POST,2026-01-15,17.89,0.62,12.0%,-26.0%,10.0%,-37.0%
def - packaged food,BRBR,2026-01-15,14.49,1.24,17.0%,-15.0%,0.0%,-17.0%
def - packaged food,FRPT,2026-01-15,27.70,2.86,14.0%,98.0%,57.0%,755.0%
,,,,,,,,
def - farm products,ADM,2026-01-15,27.08,0.38,2.0%,36.0%,-33.0%,500.0%
def - farm products,TSN,2026-01-15,44.53,0.38,2.0%,-86.0%,-40.0%,-87.0%
def - farm products,CALM,2026-01-15,3.26,0.87,-19.0%,-53.0%,-41.0%,-53.0%
def - farm products,VITL,2026-01-15,22.35,1.85,37.0%,112.0%,97.0%,120.0%
,,,,,,,,
def - specialty retail,ORLY,2026-01-15,32.44,4.53,8.0%,9.0%,9.0%,9.0%
def - specialty retail,AZO,2026-01-15,24.17,2.98,8.0%,-8.0%,-4.0%,-6.0%
def - specialty retail,TSCO,2026-01-15,24.49,1.74,7.0%,6.0%,7.0%,7.0%
def - specialty retail,DKS,2026-01-15,17.12,1.29,36.0%,-65.0%,-3.0%,-67.0%
,,,,,,,,
healthcare - drug - general,LLY,2026-01-15,51.09,16.43,54.0%,355.0%,81.0%,475.0%
healthcare - drug - general,JNJ,2026-01-15,21.19,5.74,7.0%,124.0%,28.0%,91.0%
healthcare - drug - general,ABBV,2026-01-15,163.55,6.42,9.0%,-66.0%,10.0%,-89.0%
healthcare - drug - general,MRK,2026-01-15,14.68,4.31,3.0%,65.0%,57.0%,83.0%
healthcare - drug - general,AZN,2026-01-15,31.18,5.01,10.0%,74.0%,9.0%,74.0%
healthcare - drug - general,AMGN,2026-01-15,25.51,4.95,13.0%,26.0%,14.0%,14.0%
healthcare - drug - general,PFE,2026-01-15,15.09,2.34,-6.0%,-29.0%,7.0%,-21.0%
healthcare - drug - general,BMY,2026-01-15,19.12,2.40,-1.0%,1679.0%,,2957.0%
healthcare - drug - general,GILD,2026-01-15,18.78,5.18,3.0%,281.0%,9.0%,144.0%
,,,,,,,,
biotech,NVO,2026-01-15,16.64,4.12,12.0%,-21.0%,-7.0%,-22.0%
biotech,VRTX,2026-01-15,30.93,9.49,12.0%,6.0%,12.0%,4.0%
biotech,REGN,2026-01-15,17.76,5.47,1.0%,18.0%,-8.0%,9.0%
biotech,MRNA,2026-01-15,NA,6.89,-45.0%,-990.0%,1056.0%,-1638.0%
biotech,UTHR,2026-01-15,17.89,6.50,7.0%,13.0%,14.0%,10.0%
,,,,,,,,
healthcare - diagnostics,TMO,2026-01-15,36.09,5.37,5.0%,5.0%,6.0%,-1.0%
healthcare - diagnostics,ILMN,2026-01-15,32.55,5.18,0.0%,-69.0%,-52.0%,-79.0%
,,,,,,,,
healthcare - healthcare plans,UNH,2026-01-15,17.69,0.71,12.0%,-58.0%,N/A,-61.0%
healthcare - healthcare plans,CVS,2026-01-15,212.59,0.26,8.0%,-3416.0%,29.0%,-4669.0%
healthcare - healthcare plans,ELV,2026-01-15,15.62,0.44,12.0%,2.0%,N/A,17.0%
healthcare - healthcare plans,CI,2026-01-15,12.26,0.28,11.0%,93.0%,N/A,153.0%
healthcare - healthcare plans,HUM,2026-01-15,26.61,0.27,11.0%,-79.0%,N/A,-59.0%
healthcare - healthcare plans,OSCR,2026-01-15,NA,0.41,23.0%,166.0%,N/A,152.0%
healthcare - healthcare plans,ALHC,2026-01-15,NA,1.24,44.0%,-114.0%,N/A,-114.0%
,,,,,,,,
healthcare - hospital,HCA,2026-01-15,18.70,1.48,10.0%,27.0%,19.0%,29.0%
healthcare - hospital,THC,2026-01-15,13.80,0.85,3.0%,-23.0%,13.0%,-28.0%
healthcare - hospital,UHS,2026-01-15,9.70,0.75,13.0%,45.0%,27.0%,44.0%
healthcare - hospital,DVA,2026-01-15,10.90,0.56,5.0%,-17.0%,-6.0%,-30.0%
,,,,,,,,
healthcare - health informaction service,GEHC,2026-01-15,17.06,1.86,6.0%,-2.0%,-1.0%,-5.0%
healthcare - health informaction service,VEEV,2026-01-15,42.55,11.68,16.0%,29.0%,33.0%,27.0%
,,,,,,,,
healthcare - medical devices,ABT,2026-01-15,15.49,4.90,7.0%,12.0%,13.0%,-2.0%
healthcare - medical devices,SYK,2026-01-15,47.60,5.69,10.0%,-1.0%,13.0%,3.0%
healthcare - medical devices,BSX,2026-01-15,48.15,6.90,20.0%,40.0%,41.0%,61.0%
healthcare - medical devices,MDT,2026-01-15,26.74,3.65,7.0%,2.0%,10.0%,8.0%
healthcare - medical devices,EW,2026-01-15,35.97,8.33,15.0%,-14.0%,15.0%,-228.0%
,,,,,,,,
healthcare - medical instruments,ISRG,2026-01-15,71.65,19.96,23.0%,27.0%,33.0%,25.0%
healthcare - medical instruments,BDX,2026-01-15,35.74,2.72,8.0%,-6.0%,8.0%,17.0%
healthcare - medical instruments,ALC,2026-01-15,37.86,3.87,7.0%,-3.0%,5.0%,-10.0%
,,,,,,,,
Industry - industrial dis,GWW,2026-01-15,29.68,2.85,6.0%,-27.0%,-23.0%,-40.0%
Industry - industrial dis,FAST,2026-01-15,40.81,6.25,12.0%,14.0%,12.0%,13.0%
Industry - industrial dis,CNM,2026-01-15,25.40,1.46,1.0%,2.0%,-1.0%,3.0%
,,,,,,,,
Industry - marine shipping,KEX,2026-01-15,23.44,2.07,5.0%,5.0%,3.0%,3.0%
Industry - marine shipping,MATX,2026-01-15,11.11,1.35,-9.0%,-33.0%,-26.0%,-32.0%
,,,,,,,,
Industry - specialty chemicals,LIN,2026-01-15,29.46,6.13,3.0%,14.0%,5.0%,24.0%
Industry - specialty chemicals,SHW,2026-01-15,34.78,3.79,3.0%,4.0%,4.0%,3.0%
Industry - specialty chemicals,ECL,2026-01-15,39.95,4.95,4.0%,-27.0%,10.0%,-21.0%
,,,,,,,,
IT servies,IBM,2026-01-15,35.64,4.26,9.0%,-403.0%,26.0%,-628.0%
IT servies,ACN,2026-01-15,23.79,2.50,6.0%,0.0%,6.0%,-3.0%
IT servies,INFY,2026-01-15,24.29,3.94,3.0%,-10.0%,-11.0%,-7.0%
IT servies,IT,2026-01-15,20.20,2.57,3.0%,-87.0%,-3.0%,-91.0%
IT servies,EPAM,2026-01-15,32.85,2.24,19.0%,-24.0%,-14.0%,-22.0%
IT servies,GLOB,2026-01-15,30.63,1.20,0.0%,-15.0%,3.0%,-24.0%
,,,,,,,,
oil & gas integrated,XOM,2026-01-15,18.75,1.68,-4.0%,-16.0%,-5.0%,-12.0%
oil & gas integrated,CVX,2026-01-15,23.46,1.79,-1.0%,-17.0%,13.0%,-21.0%
oil & gas integrated,SHEL,2026-01-15,15.05,0.77,-6.0%,15.0%,4.0%,22.0%
,,,,,,,,
